"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
bombi-picco-con-tiras-pack-x-3-unidades;"Bombi Picco con Tiras (Pack x 3 Unidades)";Bombachas;Color;Negro;;;;;18,500.00;;0.02;0.00;0.00;0.00;5;;;SI;NO;"<h2><strong><em>Tanga less en pico, con&nbsp;una tira regulable en la cadera y otra tira en la cintura, tambi&eacute;n regulable. Talle &uacute;nico que se adapta desde un Talle 36 hasta un Talle 46.&nbsp;</em></strong></h2>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; font-weight: 400; background-color: #ecf0f1;"">&nbsp;</div>
<h1 style=""box-sizing: inherit; font-size: 34px; font-weight: bold; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>";"bombacha, pack de bombachas, tanga, tanga de encaje, tanga less";;;;SI;;;;
bombi-picco-con-tiras-pack-x-3-unidades;;;Color;Blanco;;;;;18,500.00;;0.02;0.00;0.00;0.00;5;;;;;;;;;;;;;;
bombi-picco-con-tiras-pack-x-3-unidades;;;Color;Rojo;;;;;18,500.00;;0.02;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;"SET CARMELA (CONJUNTO + LIGUERO SIENNA)";Sets;Talles;85;Color;Negro;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;SI;NO;"<p>Conjunto en suave puntilla elastizada con detalles de argollas tanto en el corpi&ntilde;o como en la bombachita .Tiras totalmente regulables</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";"conjunto encaaje, conjunto lenceria forrado, conjunto sin aro, conjuntos, lenceria, lenceria sexy, liguero, lingerie, portaligas, tanga de encaje, venta de lenceria";;;;SI;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;85;Color;Blanco;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;85;Color;Rojo;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;85;Color;Fucsia;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;85;Color;Rosa;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;85;Color;Avellana;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;90;Color;Negro;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;90;Color;Blanco;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;90;Color;Rojo;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;90;Color;Fucsia;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;90;Color;Rosa;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;90;Color;Avellana;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;95;Color;Negro;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;95;Color;Blanco;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;95;Color;Rojo;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;95;Color;Fucsia;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;95;Color;Rosa;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;95;Color;Avellana;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;100;Color;Negro;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;100;Color;Blanco;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;100;Color;Rojo;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;100;Color;Fucsia;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;100;Color;Rosa;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;100;Color;Avellana;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;105;Color;Negro;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;105;Color;Blanco;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;105;Color;Rojo;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;105;Color;Fucsia;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;105;Color;Rosa;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-carmela-conjunto-liguero-sienna;;;Talles;105;Color;Avellana;;;38,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;"Conjunto Tiffany (no incluye liguero)";Conjuntos;Color;Negro;Talles;85;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;SI;NO;"<p><strong><em>Conjunto de encaje con choker desmontable, taza parcial&nbsp; y adorno en pico en el bajo busto .Tanga less con 4 tiras anchas regulables (2 en la cadera y 2 en la cintura)</em></strong></p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Negro;Talles;90;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Negro;Talles;95;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Negro;Talles;100;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Negro;Talles;105;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rojo;Talles;85;;;38,500.00;;0.15;0.00;0.00;0.00;1;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rojo;Talles;90;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rojo;Talles;95;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rojo;Talles;100;;;38,500.00;;0.15;0.00;0.00;0.00;1;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rojo;Talles;105;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rosa;Talles;85;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rosa;Talles;90;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rosa;Talles;95;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rosa;Talles;100;;;38,500.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Rosa;Talles;105;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Blanco;Talles;85;;;38,500.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Blanco;Talles;90;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Blanco;Talles;95;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Blanco;Talles;100;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
conjunto-tiffany-no-incluye-liguero;;;Color;Blanco;Talles;105;;;38,500.00;;0.15;0.00;0.00;0.00;2;;;;;;;;;;;;;;
liguero-kamill;"Liguero Kamill";Ligueros;Color;Negro;"Talle Liguero";1;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;SI;NO;"<p><strong><em>Liguero corto con cintura de puntilla , laterales en delantero y trasero</em></strong></p>
";;;;;SI;;;;
liguero-kamill;;;Color;Negro;"Talle Liguero";2;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Rojo;"Talle Liguero";1;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Rojo;"Talle Liguero";2;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Blanco;"Talle Liguero";1;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Blanco;"Talle Liguero";2;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Rosa;"Talle Liguero";1;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Rosa;"Talle Liguero";2;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Fucsia;"Talle Liguero";1;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Fucsia;"Talle Liguero";2;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Avellana;"Talle Liguero";1;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
liguero-kamill;;;Color;Avellana;"Talle Liguero";2;;;9,500.00;;0.08;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;"Set Praga (Conjunto + Liguero Kamill)";Sets;Color;Rojo;Talles;85;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;SI;NO;"<p>Conjunto de encaje con adorno&nbsp;de tiras delanteras a ambos lados de la mama y mo&ntilde;os&nbsp;, bajo busto de puntilla</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rojo;Talles;90;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rojo;Talles;95;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rojo;Talles;100;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rojo;Talles;105;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Negro;Talles;85;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Negro;Talles;90;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Negro;Talles;95;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Negro;Talles;100;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Negro;Talles;105;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Blanco;Talles;85;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Blanco;Talles;90;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Blanco;Talles;95;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Blanco;Talles;100;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Blanco;Talles;105;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rosa;Talles;85;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rosa;Talles;90;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rosa;Talles;95;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rosa;Talles;100;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Rosa;Talles;105;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Fucsia;Talles;85;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Fucsia;Talles;90;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Fucsia;Talles;95;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Fucsia;Talles;100;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Fucsia;Talles;105;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Avellana;Talles;85;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Avellana;Talles;90;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Avellana;Talles;95;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Avellana;Talles;100;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-praga-conjunto-liguero-kamill;;;Color;Avellana;Talles;105;;;37,500.00;;0.20;0.00;0.00;0.00;2;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;"Set Berlín (Conjunto más liguero Sienna)";Sets;Color;Negro;Talles;85;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;SI;NO;"<p>Conjunto en encaje elastizado, con adorno de breteles en la delantera, junto a&nbsp;una tanga less en pico con el&aacute;sticoos en la cadera y cintura.Lo acompa&ntilde;a el Liguero Sienna con laterales en la parte trasera tambi&eacute;n</p>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Negro;Talles;90;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Negro;Talles;95;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Negro;Talles;100;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Negro;Talles;105;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Blanco;Talles;85;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Blanco;Talles;90;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Blanco;Talles;95;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Blanco;Talles;100;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Blanco;Talles;105;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rojo;Talles;85;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rojo;Talles;90;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rojo;Talles;95;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rojo;Talles;100;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rojo;Talles;105;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rosa;Talles;85;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rosa;Talles;90;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rosa;Talles;95;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rosa;Talles;100;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Rosa;Talles;105;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Fucsia;Talles;85;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Fucsia;Talles;90;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Fucsia;Talles;95;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Fucsia;Talles;100;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Fucsia;Talles;105;;;28,500.00;;0.15;0.00;0.00;0.00;0;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Avellana;Talles;85;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Avellana;Talles;90;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Avellana;Talles;95;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Avellana;Talles;100;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
set-berlin-conjunto-mas-liguero-sienna;;;Color;Avellana;Talles;105;;;28,500.00;;0.15;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;Berlín;Conjuntos;Color;Negro;Talles;85;;;18,500.00;;0.12;0.00;0.00;0.00;2;;;SI;NO;"<h3><strong><em>Conjunto con 3 tiras&nbsp; de adorno en el corpi&ntilde;o, tanga en forma de pico en la delantera con tiras en la cadera y cintura.Todas las tiras son regulables</em></strong></h3>
<div class=""product-description user-content"" style=""box-sizing: inherit; margin-bottom: 20px; font-family: 'Droid Sans', sans-serif; font-size: 14px; background-color: #ecf0f1;"">
<h1 style=""box-sizing: inherit; font-size: 34px; margin-top: 0px; font-family: Nunito, sans-serif;""><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">Demora de 2 a 5 d&iacute;as h&aacute;biles por con</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">f</span></span><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">ecci&oacute;n</span></span></h1>
<p><span style=""box-sizing: inherit; color: #e03e2d;""><span style=""box-sizing: inherit; color: #000000;"">&nbsp;</span></span></p>
</div>";;;;;SI;;;;
berlin;;;Color;Negro;Talles;90;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Negro;Talles;95;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Negro;Talles;100;;;18,500.00;;0.12;0.00;0.00;0.00;10;;;;;;;;;;;;;;
berlin;;;Color;Negro;Talles;105;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Blanco;Talles;85;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Blanco;Talles;90;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Blanco;Talles;95;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Blanco;Talles;100;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Blanco;Talles;105;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Rojo;Talles;85;;;18,500.00;;0.12;0.00;0.00;0.00;6;;;;;;;;;;;;;;
berlin;;;Color;Rojo;Talles;90;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Rojo;Talles;95;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Rojo;Talles;100;;;18,500.00;;0.12;0.00;0.00;0.00;2;;;;;;;;;;;;;;
berlin;;;Color;Rojo;Talles;105;;;18,500.00;;0.12;0.00;0.00;0.00;5;;;;;;;;;;;;;;
berlin;;;Color;Fucsia;Talles;85;;;18,500.00;;0.12;0.00;0.00;0.00;0;;;;;;;;;;;;;;
